"GEOID","NAME","IncomeE","PopE","AgeE","HouseValueE","HouseholdSizeE","NumHouseE","BirthPlace_Born in state of res","BirthPlace_Born in other state","BirthPlace_Native; born outside","BirthPlace_Foreign born:","Industry_Agric","Industry_Const","Industry_Manuf","Industry_Whole","Industry_Retai","Industry_Trans","Industry_Infor","Industry_Finan","Industry_Profe","Industry_Educa","Industry_Arts,","Industry_Other","Industry_Publi","HouseType_Owner occupied","HouseType_Renter occupied","Race_White alone","Race_Black or African American","Race_American Indian and Alaska","Race_Asian alone","Race_Native Hawaiian and Other","Race_Some other race alone","Race_Two or more races:","geometry","AREA","NumColleges","DistToRiver","MinDistToHwy","NumHwys","AnyHwys","avg_elevation","pctWhite","incomeThousands"
1051271.44047234, 1052690.1536636, 1052692.60285192, 1054023.95889601, 1054058.45696376, 1053759.08032108, 1053484.82497293, 1052768.19497632, 1051748.88236497, 1051277.90168458, 1050633.35480899, 1048681.54957429, 1047553.54674593, 1046421.1729313, 1046931.07091037, 1047115.63881127, 1047427.62228047, 1047674.77288258))),25002229.9907576,0,11412.073792607,5665.15787384355,0,FALSE,279.527093596059,65.7973921765296,71.533
"27123032100","Census Tract 321; Ramsey County; Minnesota",49201,3023,25.1,340000,1.85,1281,0.518028448561032,0.328481640754218,0.00694674164737016,0.14654316903738,0,0.0191570881226054,0.0848385331143952,0.00821018062397373,0.117131910235359,0.0421455938697318,0.0136836343732895,0.0279146141215107,0.0897646414887794,0.336070060207991,0.158182813355227,0.0437876299945265,0.0591133004926108,0.270101483216237,0.729898516783763,0.675487925901422,0.117433013562686,0,0.071782997022825,0.000661594442606682,0.0380416804498842,0.0965927886205756,list(list(c(2838960.69092079, 2839601.96061952, 2840256.57817317, 2840253.17120045, 2841904.27705567, 2841494.65064817, 2841514.0775739, 2841119.40379096, 2841127.16603096, 2841146.85070326, 2841165.42610262, 2840315.88683719, 2839635.38081704, 2839598.58063093, 2838946.39845885, 2838960.69092079, 1046936.12777609, 1047073.16213883, 1047093.31368334, 1047427.62228047, 1047115.63881127, 1046500.72186025, 1045186.15410545, 1045179.56029534, 1044749.77041872, 1043433.0195604, 1042123.55093643, 1042111.95896422, 
1042102.11769697, 1044399.47947149, 1044718.45601113, 1046936.12777609))),10317438.7841048,1,8354.26921488044,1408.64984993504,0,FALSE,282.974358974359,67.5487925901422,49.201
"27123031702","Census Tract 317.02; Ramsey County; Minnesota",43305,6511,28.6,216200,2.9,2245,0.476578098602365,0.11104285056059,0.0116725541391491,0.400706496697896,0.0239217107647698,0.034795215657847,0.251177963030083,0.00761145342515404,0.16056542225444,0.0329829648423342,0.00724900326205147,0.0257339615802827,0.0561797752808989,0.300108735048931,0.0898876404494382,0.00869880391446176,0.00108735048930772,0.328730512249443,0.671269487750557,0.238365842420519,0.149439410228843,0.00737213945630472,0.343726002150207,0,0.00368606972815236,0.257410536015973,list(list(c(2871246.708583, 2872977.09124125, 2874260.84045824, 2875573.51809363, 2875584.56020282, 2876257.75517175, 2876263.86392002, 2876267.211641, 2874288.72591376, 2874295.42683485, 2874307.01793697, 2873250.52521956, 2871607.81770925, 2871811.26207111, 2871826.19534002, 2872072.96178108, 2871958.97403254, 2871830.48366814, 2871336.89027549, 2871246.708583, 1050425.66694061, 1050438.61804475, 1050448.25862056, 1050462.69561499, 1049488.21593715, 1048548.58352168, 1047839.12004591, 1047274.73986336, 
1047251.66597954, 1046508.30161012, 1045196.93094965, 1045183.76188289, 1045162.70130844, 1046249.79438925, 1047297.86162745, 1048240.71496488, 1049113.35683499, 1049367.44812177, 1049815.9929465, 1050425.66694061))),18557553.9395891,0,7555.34006089406,3593.7484229939,0,FALSE,270.409722222222,23.8365842420519,43.305
"27123034601","Census Tract 346.01; Ramsey County; Minnesota",54827,5386,33,223900,2.73,1923,0.54158930560713,0.222428518380988,0.0115113256591162,0.224470850352766,0.0116086235489221,0.046849087893864,0.133913764510779,0.00829187396351575,0.0841625207296849,0.134328358208955,0.0103648424543947,0.0335820895522388,0.114427860696517,0.247927031509121,0.0775290215588723,0.0364842454394693,0.060530679933665,0.523140925637026,0.476859074362975,0.342740438173041,0.232268845154103,0.0137393241737839,0.283698477534348,0,0.0376903082064612,0.0898626067582622,list(list(c(2867894.44162076, 2868129.4980926, 2869132.77808829, 2869122.26640424, 2869085.97078682, 2869051.28216971, 2869709.66164667, 2869695.36168847, 2871607.81770925, 2871630.34822663, 2871724.04697629, 2871738.59955507, 2872779.87312162, 2872897.93659848, 2873051.18983584, 2873067.917046, 2872992.31963496, 2873056.70139177, 2870377.95050048, 2869879.60763045, 2868635.88061272, 2867656.12887309, 2867894.44162076, 1039226.14419235, 1039500.48017274, 1039370.21356732, 1041042.18740739, 1042817.05026796, 
1044453.01801123, 1044467.56066302, 1045121.14116124, 1045162.70130844, 1042855.34542174, 1042856.80387465, 1041876.53792465, 1041854.81315611, 1041412.83228087, 1041017.20602098, 1039945.08579196, 1039569.38022316, 1039356.47481466, 1038366.64742237, 1038111.11084111, 1038495.98267746, 1038851.5063802, 1039226.14419235))),21600722.0074148,0,166.025464705461,0,4,TRUE,260.525714285714,34.2740438173041,54.827
"27123034000","Census Tract 340; Ramsey County; Minnesota",69405,1914,42,347000,1.65,1054,0.533960292580982,0.391849529780564,0.0188087774294671,0.0553814002089864,0.0181983621474067,0.0464058234758872,0.0345768880800728,0,0.0873521383075523,0.0118289353958144,0.000909918107370337,0.140127388535032,0.100090991810737,0.32393084622384,0.0982711555959964,0.0500454959053685,0.0882620564149227,0.385199240986717,0.614800759013283,0.766457680250784,0.163009404388715,0,0.00731452455590387,0,0.0109717868338558,0.0522466039707419,list(list(c(2852172.47775236, 2852832.56520516, 2852840.43689329, 2853499.0067782, 2853490.44184956, 2855179.40789702, 2855776.25393166, 2855579.19802433, 2854638.33765053, 2854590.69728136, 2853512.11230395, 2852194.91882716, 2852189.13941234, 2852172.47775236, 1040292.03963352, 1040304.2509545, 1039646.22289934, 1039656.98000518, 1040425.11147717, 1040320.2052805, 1039888.09404191, 1038940.88460554, 1038385.55450014, 1038933.40340625, 1038923.90024538, 1038927.19878021, 1039223.92519649, 1040292.03963352
))),4675518.70752215,1,3422.08693416747,114.830407384019,0,FALSE,276.861111111111,76.6457680250784,69.405
"27123040601","Census Tract 406.01; Ramsey County; Minnesota",219107,5662,46.5,711600,2.79,1974,0.666548922642176,0.257152949487813,0.000529848110208407,0.0757682797598022,0.00468384074941452,0.0519906323185012,0.173302107728337,0.0384074941451991,0.0688524590163934,0.0229508196721311,0.0533957845433255,0.0669789227166276,0.181264637002342,0.256206088992974,0.0510538641686183,0.0187353629976581,0.0121779859484778,0.87031408308004,0.129685916919959,0.829388908512893,0.00777110561638997,0,0.0812433768986224,0,0.0485694101024373,0.0330271988696574,list(list(c(2849992.10538118, 2853954.49511687, 2853928.66631547, 2855165.05781523, 2855222.02388557, 2855158.57779437, 2859153.39916599, 2860360.88085637, 2860477.27740036, 2865849.2904302, 2867052.46391778, 2868125.56605845, 2868226.4077172, 2868431.57086713, 2868432.42690144, 2868437.85087086, 2868482.26873961, 2863527.40697824, 2863447.34126155, 2863205.34417301, 2860567.67642481, 2855462.83042909, 2852718.190735, 2852701.38209214, 2852286.88606604, 2852811.0244695, 2852748.29909188, 2851039.15985479, 
2850125.51432736, 2849992.10538118, 1097820.93696701, 1097895.33746964, 1099227.0340384, 1099257.64004753, 1100589.51295828, 1103679.39907063, 1103709.92849864, 1103716.81982866, 1103718.84971349, 1103792.33802728, 1103814.8775685, 1103790.04099123, 1103305.88222944, 1090478.4609858, 1090426.69406495, 1090113.54354044, 1087474.90210844, 1087404.41213115, 1087402.77727783, 1087397.12495879, 1087356.18755689, 1087274.61200497, 1087330.47565322, 1087379.8826133, 1088589.96423547, 1088589.05825001, 1090617.13803063, 
1090642.13202573, 1091833.05588116, 1097820.93696701))),261910104.263823,0,47682.8163581899,789.235256801748,0,FALSE,277.87343599615,82.9388908512893,219.107
"27123040707","Census Tract 407.07; Ramsey County; Minnesota",113438,4470,48.9,411000,2.33,1880,0.674720357941834,0.273601789709172,0.00894854586129754,0.0427293064876957,0.0107728337236534,0.0412177985948478,0.14192037470726,0.0163934426229508,0.0421545667447307,0.039344262295082,0.0177985948477752,0.0276346604215457,0.111943793911007,0.358313817330211,0.0800936768149883,0.0604215456674473,0.0519906323185012,0.908510638297872,0.0914893617021277,0.870469798657718,0.0178970917225951,0.00335570469798658,0.0483221476510067,0,0.00760626398210291,0.0523489932885906,list(list(c(2844721.62492884, 2845654.33756247, 2849992.10538118, 2850125.51432736, 2851039.15985479, 2852748.29909188, 2852811.0244695, 2852286.88606604, 2852701.38209214, 2848706.63085222, 2847972.23833762, 2847621.676004, 2844911.01636636, 2844878.98743048, 2844857.84395044, 2844721.62492884, 1097723.02638003, 1097740.42960141, 1097820.93696701, 1091833.05588116, 1090642.13202573, 1090617.13803063, 1088589.05825001, 1088589.96423547, 1087379.8826133, 1087345.13911479, 1087267.35232181, 1087243.22897622, 
1087264.73325707, 1089815.28301981, 1090975.6510903, 1097723.02638003))),64058290.8382435,0,48201.7743879265,6136.09687658566,0,FALSE,275.256565656566,87.0469798657718,113.438
"27123031802","Census Tract 318.02; Ramsey County; Minnesota",71030,3815,33.4,223500,2.59,1467,0.66343381389253,0.163040629095675,0.00393184796854522,0.16959370904325,0.00911854103343465,0.103343465045593,0.14741641337386,0.00911854103343465,0.0243161094224924,0.058257345491388,0.00354609929078014,0.101823708206687,0.0906788247213779,0.228976697061803,0.0521783181357649,0.11144883485309,0.0597771023302938,0.757327880027266,0.242672119972733,0.528178243774574,0.128964613368283,0.00340760157273919,0.253211009174312,0,0.0125819134993447,0.0736566186107471,list(list(c(2878239.79631498, 2878207.54406778, 2878218.25789501, 2878198.64270172, 2879597.50521193, 2881426.56509221, 2882099.0705449, 2882150.17433184, 2882190.94689959, 2879567.21296688, 2878255.99662347, 2878239.79631498, 1046926.38777719, 1049746.64772774, 1049932.36444011, 1050489.25897149, 1050503.15589518, 1051448.11958111, 1051751.26776415, 1047276.25016597, 1045266.26930453, 1045241.78733805, 1045229.31156937, 1046926.38777719))),22188278.2947092,0,11634.1995562243,4159.38248941749,0,FALSE,292.051724137931,52.8178243774574,71.03
"27123034701","Census Tract 347.01; Ramsey County; Minnesota",67438,4266,33.2,243800,2.42,1748,0.459446788560713,0.180965775902485,0.0138302859821847,0.345757149554618,0,0.046875,0.150493421052632,0.0201480263157895,0.100740131578947,0.0682565789473684,0.0102796052631579,0.0583881578947368,0.127055921052632,0.287417763157895,0.0452302631578947,0.0530427631578947,0.0320723684210526,0.46395881006865,0.53604118993135,0.300515705578997,0.212376933895921,0.013595874355368,0.326769807782466,0,0.0307079231129864,0.116033755274262,list(list(c(2874568.97924622, 2875614.39855698, 2875686.74259642, 2875669.90537898, 2875625.77171273, 2876944.77971273, 2878255.99662347, 2878294.69124492, 2879604.0671747, 2879633.22599199, 2879650.33909408, 2879650.49722917, 2878656.04775174, 2878094.79324166, 2877028.13370433, 2877033.86064622, 2874595.21393733, 2874568.97924622, 1041273.53116312, 1041079.89842355, 1041441.7206632, 1042904.7031394, 1045206.69908366, 1045216.91706568, 1045229.31156937, 1042929.80479821, 1042934.96685201, 1041052.10077335, 
1039997.12317256, 1039983.99909337, 1039978.60309802, 1040339.03692413, 1040332.85256725, 1039982.89506765, 1039972.91301755, 1041273.53116312))),18502955.0274959,0,5518.75934060663,0,2,TRUE,279.93006993007,30.0515705578997,67.438
"27123036400","Census Tract 364; Ramsey County; Minnesota",127708,3771,40.7,427500,2.27,1644,0.681782020684169,0.271280827366746,0.0167064439140811,0.030230708035004,0.00430828147438966,0.0248922929631403,0.110100526567736,0.0229775011967449,0.0765916706558162,0.00430828147438966,0.0172331258975586,0.0890378171373863,0.167065581617999,0.337960746768789,0.0665390138822403,0.035423647678315,0.0435615126854955,0.797445255474453,0.202554744525547,0.79156722354813,0.035799522673031,0.0129939008220631,0.0684168655529037,0,0.0262529832935561,0.0649695041103156,list(list(c(2837738.25382783, 2839057.67023561, 2839529.50812363, 2840375.02968537, 2840402.29370205, 2840415.75720304, 2840429.49085193, 2839111.53557904, 2837793.87242805, 2837766.44231546, 2837755.18051857, 2837744.68837834, 2837738.25382783, 1034286.27406123, 1034294.49196648, 1034296.72393193, 1034301.31274808, 1031651.30508849, 1030330.13005442, 1029007.86543114, 1029001.76774263, 1028992.47363832, 1031640.28623135, 1032630.42756766, 1033621.30667701, 1034286.27406123))),13954583.966572,0,5260.08550526315,5655.91389184023,0,FALSE,285.019047619048,79.156722354813,127.708
"27123040402","Census Tract 404.02; Ramsey County; Minnesota",96875,5689,37.8,304700,2.54,2209,0.724380383195641,0.172262260502725,0.00703111267358059,0.0963262436280541,0.00542215336948102,0.0344694035631294,0.167312161115414,0.0166537567776917,0.0677769171185128,0.0154918667699458,0.00890782339271882,0.102633617350891,0.125871417505809,0.257939581719597,0.0933384972889233,0.0305964368706429,0.0735863671572424,0.699864191942055,0.300135808057945,0.825276850061522,0.0601160133591141,0,0.0678502373000527,0,0.0265424503427667,0.0202144489365442,list(list(c(2873812.69885322, 2874163.76017876, 2873873.61445877, 2874312.22869579, 2874514.86384559, 2875194.62609779, 2875176.88661603, 2875862.30915718, 2879145.21841593, 2879571.91715907, 2881780.64056637, 2884416.36925247, 2885421.06626276, 2887044.68590385, 2887103.06069574, 2887105.76312358, 2887107.19357236, 2887112.84369764, 2887119.10424368, 2885966.66754862, 2882947.89171048, 2881836.36703325, 2881691.61027865, 2881691.64402434, 2880597.15700224, 2879639.19534865, 2878720.40824395, 2878741.6805647, 
2878612.94583744, 2874306.13065796, 2873911.56315557, 2873745.89653877, 2873812.69885322, 1072235.00534386, 1074316.02619115, 1075662.06429888, 1075664.69045573, 1075665.9920823, 1075670.03138458, 1076991.57492877, 1076994.24484984, 1077027.70314752, 1077030.29529942, 1077042.11310439, 1077073.99293214, 1077092.56918658, 1077119.96533573, 1072107.84486067, 1071848.63167082, 1071712.64518737, 1071216.09945433, 1070857.75339033, 1071388.58140451, 1071797.39908858, 1071783.84168789, 1071782.08037615, 
1071970.59013359, 1072109.35218329, 1072118.91876165, 1071966.74338541, 1071745.67424589, 1071744.49130964, 1071695.72228626, 1071480.67872278, 1071783.18282516, 1072235.00534386))),68131638.5981716,0,32966.3947523779,0,1,TRUE,294.748161764706,82.5276850061522,96.875
"27123036100","Census Tract 361; Ramsey County; Minnesota",72530,1724,28.8,219300,3.38,499,0.574825986078886,0.16415313225058,0,0.261020881670534,0.00374531835205993,0.0474406991260924,0.0786516853932584,0.0249687890137328,0.248439450686642,0.0774032459425718,0,0.0749063670411985,0.0923845193508115,0.219725343320849,0.0749063670411985,0.00998751560549313,0.0474406991260924,0.38877755511022,0.61122244488978,0.258700696055684,0.178074245939675,0.10092807424594,0.145591647331787,0,0.122389791183295,0.19431554524362,list(list(c(2860929.43496319, 2863058.93552488, 2864869.09351483, 2865989.68572662, 2867350.26046199, 2868916.84491898, 2870110.94772902, 2870693.23868453, 2870831.47440173, 2870788.75258392, 2870521.01659193, 2870408.52384603, 2870778.56943184, 2870316.20372345, 2868242.73659816, 2867752.46538465, 2866494.93095135, 2865800.42863744, 2863457.68581864, 2862726.1734179, 2862647.80736818, 2862566.71687978, 2860929.43496319, 1038081.13002813, 1039116.79436522, 1039322.11876011, 1039052.66120691, 1038383.48631935, 
1037507.12533358, 1036203.97640641, 1034810.64412137, 1033746.86925664, 1032275.54892193, 1031621.6155132, 1030534.87715669, 1029408.16844437, 1029248.93534606, 1029229.71985819, 1030077.62585836, 1031429.76496879, 1031958.54217973, 1032873.03280725, 1032880.83642893, 1035266.66281355, 1035476.85804816, 1038081.13002813))),61121490.4680905,0,0,0,1,TRUE,214.464065708419,25.8700696055684,72.53
"27123043001","Census Tract 430.01; Ramsey County; Minnesota",116250,4308,43.7,483000,2.01,2138,0.596332404828227,0.320102135561746,0.00882079851439183,0.074744661095636,0,0.0129544504805683,0.0806519013790221,0.0129544504805683,0.112829084830756,0.038863351441705,0.00752193898871709,0.0961136648558295,0.156707062264939,0.239030505641454,0.132469703301295,0.0175511909736732,0.092352695361471,0.631898971000936,0.368101028999065,0.896471680594243,0.0178737233054782,0.000232126276694522,0.0178737233054782,0,0.0301764159702878,0.037372330547818,list(list(c(2831535.99957597, 2831911.38913708, 2831772.29853281, 2831631.30485893, 2833781.58600749, 2835104.28618714, 2835110.63437372, 2835121.49942218, 2835132.42979755, 2835149.13609653, 2835159.0269447, 2835165.05276415, 2833062.37364969, 2832271.64748449, 2831582.35671514, 2831535.99957597, 1028930.0417119, 1031546.0634695, 1032922.88815183, 1034231.15176358, 1034259.21262829, 1034275.60235836, 1033610.99873423, 1032622.31084732, 1031627.06163496, 1029972.67496141, 1028977.78221872, 1028293.49000329, 
1028262.84629628, 1028246.69276563, 1028215.51747344, 1028930.0417119))),20415040.6471893,0,0,6735.47336216748,0,FALSE,249.955696202532,89.6471680594243,116.25
"27123041105","Census Tract 411.05; Ramsey County; Minnesota",113750,5757,38.9,360700,2.63,2183,0.728157026228939,0.178044120201494,0.00694806322737537,0.0868507903421921,0.00518902891030393,0.0852483320978503,0.137509266123054,0.041882876204596,0.117123795404003,0.0181616011860638,0.0100074128984433,0.0622683469236471,0.169755374351371,0.179762787249815,0.0785767234988881,0.0600444773906597,0.0344699777613047,0.76042143838754,0.23957856161246,0.75160673962133,0.110474205315268,0,0.0427305888483585,0,0.0281396560708702,0.0670488101441723,list(list(c(2824106.93093273, 2826376.70389379, 2829014.47284918, 2831645.1055702, 2831702.07269486, 2834552.67611323, 2834842.54784429, 2835077.75278512, 2835172.58969079, 2834998.25691711, 2834917.44429656, 2832582.76161106, 2831570.95672842, 2830806.50602388, 2830340.6558342, 2829676.17836645, 2826633.9226469, 2826596.12148295, 2826529.84155045, 2826470.84303592, 2826422.77125726, 2826409.69883278, 2826398.51357987, 2825505.12892813, 2825202.1579728, 2824126.1831107, 2824107.06526939, 2824106.93093273, 
1092100.9980639, 1092171.05871073, 1092270.44597995, 1092305.55546075, 1089656.79284925, 1089683.11653069, 1088561.51587585, 1087044.12917724, 1085408.66960092, 1082653.34458901, 1082647.07066032, 1082427.064214, 1082237.73643465, 1081986.33322301, 1081850.1652345, 1081731.76784611, 1081612.76100818, 1081944.9283089, 1084256.3203796, 1085617.59704705, 1088215.03121383, 1089528.98714497, 1090375.15796649, 1090343.66915584, 1090968.66088865, 1090992.74150918, 1092086.77922698, 1092100.9980639))),81737383.3022938,0,40196.6703374693,0,2,TRUE,270.739197530864,75.160673962133,113.75
"27123040301","Census Tract 403.01; Ramsey County; Minnesota",111250,1540,47.7,357100,2.28,672,0.740909090909091,0.23961038961039,0.00324675324675325,0.0162337662337662,0,0.0524553571428571,0.116071428571429,0.0234375,0.118303571428571,0.0546875,0.0178571428571429,0.0959821428571429,0.111607142857143,0.272321428571429,0.0457589285714286,0.0412946428571429,0.0502232142857143,0.953869047619048,0.0461309523809524,0.929220779220779,0.0025974025974026,0,0.0214285714285714,0,0,0.0467532467532468,list(list(c(2877847.62224617, 2878255.37590411, 2878992.36896894, 2880035.3559905, 2880746.60769629, 2881661.52745026, 2882387.18587648, 2883053.31089393, 2883759.39138972, 2883966.21332885, 2885046.52915176, 2885751.87067726, 2886960.68088676, 2886970.7923584, 2886151.92184453, 2884785.71652867, 2883993.33843222, 2881704.08956255, 2879060.58436797, 2876592.46990724, 2877847.62224617, 1085464.0961712, 1086255.4866648, 1085726.89189959, 1085749.6891007, 1084408.82201627, 1084344.82366724, 1083868.3501043, 
1084543.39107797, 1084674.92144004, 1084728.14309601, 1084304.97798684, 1084287.06891134, 1082822.39339556, 1082403.5632778, 1082381.74070773, 1082362.68180215, 1082350.74954099, 1082312.55435656, 1082294.40246412, 1082281.95451126, 1085464.0961712))),23367323.9829931,0,44094.7949661447,0,1,TRUE,285.422857142857,92.9220779220779,111.25
"27123031801","Census Tract 318.01; Ramsey County; Minnesota",81146,5872,31.5,216300,3.02,1937,0.488760217983651,0.198739782016349,0.00953678474114441,0.302963215258856,0.0041958041958042,0.0786713286713287,0.133916083916084,0.013986013986014,0.0423076923076923,0.0632867132867133,0.0202797202797203,0.0034965034965035,0.117832167832168,0.248251748251748,0.132517482517483,0.0426573426573427,0.0986013986013986,0.526587506453278,0.473412493546722,0.313692098092643,0.143051771117166,0.00766348773841962,0.247615803814714,0,0.239100817438692,0.0488760217983651,list(list(c(2874295.42683485, 2874288.72591376, 2876267.211641, 2876263.86392002, 2876257.75517175, 2875584.56020282, 2875573.51809363, 2876886.19924562, 2878198.64270172, 2878218.25789501, 2878207.54406778, 2878239.79631498, 2878255.99662347, 2876944.77971273, 2875625.77171273, 2874307.01793697, 2874295.42683485, 1046508.30161012, 1047251.66597954, 1047274.73986336, 1047839.12004591, 1048548.58352168, 1049488.21593715, 1050462.69561499, 1050476.84951406, 1050489.25897149, 1049932.36444011, 1049746.64772774, 
1046926.38777719, 1045229.31156937, 1045216.91706568, 1045206.69908366, 1045196.93094965, 1046508.30161012))),15380684.9853871,0,8944.74188790855,3852.63231916444,0,FALSE,286.533898305085,31.3692098092643,81.146
"27123041106","Census Tract 411.06; Ramsey County; Minnesota",114531,3574,39.6,391500,2.74,1293,0.718242865137101,0.191102406267487,0.00279798545047566,0.0878567431449356,0.0107197549770291,0.0260336906584992,0.031138335885656,0.0505359877488515,0.0944359367023992,0.0290964777947933,0.0260336906584992,0.0837161817253701,0.167942827973456,0.30066360387953,0.0934150076569678,0.0495150587034201,0.0367534456355283,0.774941995359629,0.225058004640371,0.812255176273083,0.103805260212647,0,0.00251818690542809,0,0.00839395635142697,0.0730274202574147,list(list(c(2824333.5967014, 2825573.77938771, 2826587.1813603, 2826633.9226469, 2829676.17836645, 2829766.30152233, 2829783.57016002, 2829084.08376149, 2829289.76742703, 2828632.17004235, 2829625.64356145, 2829652.43986474, 2829315.19009382, 2826683.40762565, 2824430.45515023, 2824401.9800613, 2824351.68191422, 2824333.5967014, 1081757.15303683, 1081606.29587734, 1081609.76178101, 1081612.76100818, 1081731.76784611, 1081498.19520153, 1080411.80993729, 1080407.94549654, 1078248.50272932, 1077753.19564335, 
1077778.85460475, 1076455.56675355, 1076451.2031686, 1076383.94165689, 1076323.50388151, 1078487.57731942, 1080582.17218286, 1081757.15303683))),26548421.9124861,0,34943.5858081436,0,1,TRUE,295.023364485981,81.2255176273083,114.531
"27123042900","Census Tract 429; Ramsey County; Minnesota",96814,4457,30,505900,2.29,1930,0.62171864482836,0.30984967466906,0.014583800762845,0.0538478797397352,0.00369685767097967,0.0184842883548983,0.078373382624769,0.0166358595194085,0.0820702402957486,0.0491682070240296,0.0303142329020333,0.0436229205175601,0.173752310536044,0.337153419593346,0.099445471349353,0.0480591497227357,0.0192236598890943,0.462176165803109,0.537823834196891,0.737940318599955,0.12070899708324,0,0.0491361902625084,0,0.00538478797397352,0.0868297060803231,list(list(c(2845608.78416636, 2847583.72573492, 2848243.93547117, 2849089.95558605, 2850219.79914493, 2850243.23171518, 2850256.23546547, 2850267.66666485, 2848285.7335869, 2845646.65078779, 2845636.57156338, 2845635.46005757, 2845608.78416636, 1038863.61258728, 1038877.03113878, 1038881.80804548, 1038895.86725838, 1038906.05588357, 1037654.98299912, 1036993.72957937, 1036067.02816569, 1036052.92345101, 1036055.10318509, 1036921.29496275, 1037002.95448953, 1038863.61258728))),13049133.4231191,1,5378.2783341417,1529.15674623255,0,FALSE,279.75,73.7940318599955,96.814
"27123036300","Census Tract 363; Ramsey County; Minnesota",108889,3751,40.2,479200,2.15,1450,0.629165555851773,0.290589176219675,0.00559850706478272,0.0746467608637697,0,0.00726895119418484,0.102803738317757,0.0244029075804777,0.0560747663551402,0.00674974039460021,0.00363447559709242,0.107995846313603,0.16251298026999,0.407061266874351,0.0742471443406023,0.029595015576324,0.0176531671858775,0.751724137931034,0.248275862068966,0.838976272993868,0.0261263663023194,0.00133297787256732,0.0711810183950946,0,0.0103972274060251,0.0519861370301253,list(list(c(2835104.28618714, 2836420.62801768, 2837738.25382783, 2837744.68837834, 2837755.18051857, 2837766.44231546, 2837793.87242805, 2835159.0269447, 2835149.13609653, 2835132.42979755, 2835121.49942218, 2835110.63437372, 2835104.28618714, 1034275.60235836, 1034280.3439175, 1034286.27406123, 1033621.30667701, 1032630.42756766, 1031640.28623135, 1028992.47363832, 1028977.78221872, 1029972.67496141, 1031627.06163496, 1032622.31084732, 1033610.99873423, 1034275.60235836))),13949777.3196039,1,2626.1310847658,6390.14518502303,0,FALSE,278.658333333333,83.8976272993868,108.889
"27123041104","Census Tract 411.04; Ramsey County; Minnesota",123750,3370,44.2,383600,2.44,1333,0.671810089020772,0.219287833827893,0.00623145400593472,0.102670623145401,0,0.06640625,0.130859375,0,0.145182291666667,0.0501302083333333,0,0.0930989583333333,0.224609375,0.166015625,0.0201822916666667,0.0384114583333333,0.0651041666666667,0.711177794448612,0.288822205551388,0.713649851632048,0.0833827893175074,0.00474777448071217,0.057566765578635,0,0.0406528189910979,0.1,list(list(c(2824126.1831107, 2825202.1579728, 2825505.12892813, 2826398.51357987, 2826409.69883278, 2826422.77125726, 2826470.84303592, 2826529.84155045, 2826596.12148295, 2826633.9226469, 2826587.1813603, 2825573.77938771, 2824333.5967014, 2824332.44231527, 2824279.99525073, 2824249.5369679, 2824183.87467486, 2824156.0200522, 2824126.1831107, 1090992.74150918, 1090968.66088865, 1090343.66915584, 1090375.15796649, 1089528.98714497, 1088215.03121383, 1085617.59704705, 1084256.3203796, 1081944.9283089, 
1081612.76100818, 1081609.76178101, 1081606.29587734, 1081757.15303683, 1081824.59580549, 1084174.77238209, 1085511.16512151, 1088140.15695707, 1089447.77470896, 1090992.74150918))),20326687.0040984,0,40226.6113021076,0,1,TRUE,281.576687116564,71.3649851632048,123.75
"27123041301","Census Tract 413.01; Ramsey County; Minnesota",95813,3876,43.8,402100,2.29,1681,0.63235294117647,0.26625386996904,0.00567595459236326,0.0957172342621259,0,0.0068886337543054,0.109644087256028,0.00459242250287026,0.0941446613088404,0.0562571756601607,0.00918484500574053,0.0436280137772675,0.185993111366246,0.351894374282434,0.0717566016073479,0.0183696900114811,0.047646383467279,0.737061273051755,0.262938726948245,0.723168214654283,0.0753353973168215,0.000257997936016512,0.0492776057791538,0,0.00696594427244582,0.14499484004128,list(list(c(2829604.6563535, 2830014.89219913, 2830385.63196318, 2831060.9375099, 2831384.13556412, 2831866.23237287, 2835023.97772762, 2837674.32987672, 2840197.54050665, 2840264.00040419, 2840272.45392497, 2837564.07977691, 2834936.90591366, 2832286.38239915, 2831636.34927687, 2831628.99457785, 2829633.10717151, 2829604.94485191, 2829604.6563535, 1060427.90742279, 1060693.67678382, 1061030.16853636, 1061695.59845504, 1061865.01798218, 1061971.46357098, 1061969.83483241, 1062014.60447803, 1062048.20073744, 
1062049.24304541, 1057897.51831401, 1057860.22990935, 1057825.55427413, 1057797.53876988, 1057791.89509968, 1058437.54325771, 1058400.23492757, 1060344.77958005, 1060427.90742279))),41567719.8907553,0,16392.6653625266,0,2,TRUE,292.64880952381,72.3168214654283,95.813
